text,font_size,is_bold,y_position,word_count,is_all_caps,is_centered,label
Instructions :,12,1,0.2974495165275805,2,0,0,Body_Text
o   Preheat oven to 400°F (200°C).,10,0,0.31584832162568066,6,0,0,Body_Text
"o   Mix cornmeal, flour, sugar, baking powder, and salt in a bowl.",10,0,0.3343331693398832,12,0,1,Body_Text
"o   Add milk, oil, and beaten egg, stir until combined.",10,0,0.35281803632023356,10,0,0,Body_Text
o   Pour batter into a greased baking pan.,10,0,0.37130290330058396,8,0,0,Body_Text
o   Bake for 20-25 minutes until golden.,10,0,0.38978777028093436,7,0,0,Body_Text
o   Serve warm.,10,0,0.4082726372612847,3,0,0,Body_Text
,12,1,0.4269191857540246,0,0,0,Body_Text
Coxinha,12,1,0.445404052734375,1,0,0,H1
,10,0,0.4625377462367819,1,0,0,Body_Text
Ingredients :,12,1,0.46388888118242977,2,0,0,Body_Text
o   2 cups shredded chicken,10,0,0.4822877826112689,5,0,0,Body_Text
o   1 small onion,10,0,0.5007725725270281,4,0,0,Body_Text
o   2 cloves garlic,10,0,0.5192827166933002,4,0,0,Body_Text
o   1/4 cup parsley,10,0,0.5377675836736505,4,0,0,Body_Text
o   1/4 cup cream cheese,10,0,0.5563281280825837,5,0,0,Body_Text
o   1 cup flour,10,0,0.574812995062934,4,0,0,Body_Text
o   1 cup breadcrumbs,10,0,0.5932978620432844,4,0,0,Body_Text
o   2 eggs,10,0,0.6117827290236347,3,0,0,Body_Text
o   Oil for frying,10,0,0.6302675189393939,4,0,0,Body_Text
,10,0,0.6474872165256076,1,0,0,Body_Text
Instructions :,12,1,0.6488383900035511,2,0,0,Body_Text
o   Sauté diced onion and minced garlic until softened.,10,0,0.6672372529000947,9,0,0,Body_Text
"o   Mix shredded chicken with onion, garlic, chopped parsley, and cream cheese.",10,0,0.6857977973090278,12,0,1,Body_Text
o   Form mixture into drumstick shapes.,10,0,0.7042826642893781,6,0,0,Body_Text
"o   Dredge in flour, dip in beaten eggs, and coat with breadcrumbs.",10,0,0.7227675312697285,12,0,1,Body_Text
o   Fry in hot oil until golden.,10,0,0.7412523982500789,7,0,0,Body_Text
o   Drain on paper towels and serve warm.,10,0,0.7597372652304293,8,0,0,Body_Text
,12,1,0.7783080592299952,0,0,0,Body_Text
Croque Monsieur,12,1,0.7967929262103457,2,0,0,H1
,10,0,0.8139266197127525,1,0,0,Body_Text
Ingredients :,12,1,0.815277793190696,2,0,0,Body_Text
o   8 slices bread,10,0,0.8337524105804135,4,0,0,Body_Text
o   4 slices ham,10,0,0.8522372004961727,4,0,0,Body_Text
o   1 cup grated Gruyère cheese,10,0,0.8707473446624447,6,0,0,Body_Text
o   1/4 cup béchamel sauce,10,0,0.8892321345782039,5,0,0,Body_Text
o   2 tablespoons butter,10,0,0.09385343994757142,4,0,0,Body_Text
,10,0,0.1110730797353417,1,0,0,Body_Text
Instructions :,12,1,0.11242421468098958,2,0,0,Body_Text
o   Preheat oven to 400°F (200°C).,10,0,0.13082309684368096,6,0,0,Body_Text
o   Spread béchamel sauce on 4 slices of bread.,10,0,0.14930796382403133,9,0,0,Body_Text
"o   Top with ham and grated cheese, then cover with remaining bread slices.",10,0,0.16789378541888614,13,0,1,Body_Text
o   Melt butter in a pan and toast sandwiches until golden.,10,0,0.1863786523992365,11,0,0,Body_Text
"o   Transfer to a baking sheet, top with more béchamel sauce and cheese.",10,0,0.20486351937958688,13,0,1,Body_Text
o   Bake for 10 minutes until cheese is melted and bubbly.,10,0,0.22334838635993726,11,0,0,Body_Text
o   Serve warm.,10,0,0.24183317627569642,3,0,0,Body_Text
,12,1,0.26040402807370583,0,0,0,Body_Text
Croquetas,12,1,0.2788888950540562,1,0,0,H1
,10,0,0.29609838158193263,1,0,0,Body_Text
Ingredients :,12,1,0.2974495165275805,2,0,0,Body_Text
o   1/2 cup butter,10,0,0.31584832162568066,4,0,0,Body_Text
o   1/2 cup flour,10,0,0.3343331693398832,4,0,0,Body_Text
o   2 cups milk,10,0,0.35281803632023356,4,0,0,Body_Text
o   1/2 cup ham,10,0,0.37130290330058396,4,0,0,Body_Text
o   1/4 cup grated cheese,10,0,0.38978777028093436,5,0,0,Body_Text
o   1 teaspoon salt,10,0,0.4082726372612847,4,0,0,Body_Text
o   1/2 teaspoon nutmeg,10,0,0.4268331816702178,4,0,0,Body_Text
o   1 cup breadcrumbs,10,0,0.4453180486505682,4,0,0,Body_Text
o   2 eggs,10,0,0.4638029156309186,3,0,0,Body_Text
o   Oil for frying,10,0,0.4822877826112689,4,0,0,Body_Text
,10,0,0.499507441665187,1,0,0,Body_Text
Instructions :,12,1,0.5008585766108349,2,0,0,Body_Text
"o   Melt butter in a saucepan, stir in flour to make a roux.",10,0,0.5192827166933002,13,0,0,Body_Text
"o   Gradually add milk, stirring constantly until thickened.",10,0,0.5377675836736505,8,0,0,Body_Text
"o   Stir in diced ham, grated cheese, salt, and nutmeg.",10,0,0.5563281280825837,10,0,0,Body_Text
"o   Let mixture cool, then form into croquettes.",10,0,0.574812995062934,8,0,0,Body_Text
"o   Dredge croquettes in flour, dip in beaten eggs, and coat with breadcrumbs.",10,0,0.5932978620432844,13,0,1,Body_Text
o   Fry in hot oil until golden.,10,0,0.6117827290236347,7,0,0,Body_Text
o   Drain on paper towels and serve warm.,10,0,0.6302675189393939,8,0,0,Body_Text
,12,1,0.6488383900035511,0,0,0,Body_Text
Dal Tadka,12,1,0.6673232569839015,2,0,0,H1
,10,0,0.6845326279148911,1,0,0,Body_Text
Ingredients :,12,1,0.6858838013928346,2,0,0,Body_Text
o   1 cup lentils,10,0,0.7042826642893781,4,0,0,Body_Text
o   4 cups water,10,0,0.7227675312697285,4,0,0,Body_Text
o   1 small onion,10,0,0.7412523982500789,4,0,0,Body_Text
o   2 cloves garlic,10,0,0.7597372652304293,4,0,0,Body_Text
o   1 teaspoon cumin,10,0,0.7782220551461885,4,0,0,Body_Text
o   1 teaspoon turmeric,10,0,0.7967069221265388,4,0,0,Body_Text
o   1 teaspoon coriander,10,0,0.8151917891068892,4,0,0,Body_Text
o   1 teaspoon garam masala,10,0,0.8337524105804135,5,0,0,Body_Text
o   1 teaspoon salt,10,0,0.8522372004961727,4,0,0,Body_Text
o   2 tablespoons oil,10,0,0.8707473446624447,4,0,0,Body_Text
,10,0,0.8879669651840673,1,0,0,Body_Text
Instructions :,12,1,0.8893181386620107,2,0,0,Body_Text
o   Rinse lentils and cook in water until tender.,10,0,0.09385343994757142,9,0,0,Body_Text
o   Heat oil in a pan and sauté diced onion and minced garlic until translucent.,10,0,0.11233822986333057,15,0,1,Body_Text
"o   Add cumin, turmeric, coriander, and garam masala, cook for 1 minute.",10,0,0.13082309684368096,12,0,1,Body_Text
o   Add cooked lentils and stir to combine.,10,0,0.14930796382403133,8,0,0,Body_Text
"o   Simmer for 10 minutes, stirring occasionally.",10,0,0.16789378541888614,7,0,0,Body_Text
o   Add salt to taste and serve.,10,0,0.1863786523992365,7,0,0,Body_Text
,12,1,0.2049495041972459,0,0,0,Body_Text
Deviled Eggs,12,1,0.22343437117759626,2,0,0,H1
,10,0,0.24056802614770753,1,0,0,Body_Text
Ingredients :,12,1,0.24191916109335543,2,0,0,Body_Text
o   6 eggs,10,0,0.2603180432560468,3,0,0,Body_Text
o   1/4 cup mayonnaise,10,0,0.2788029102363972,4,0,0,Body_Text
o   1 tablespoon mustard,10,0,0.29736353170992147,4,0,0,Body_Text
o   1 tablespoon vinegar,10,0,0.31584832162568066,4,0,0,Body_Text
o   1 teaspoon salt,10,0,0.3343331693398832,4,0,0,Body_Text
o   1/2 teaspoon paprika,10,0,0.35281803632023356,4,0,0,Body_Text
,10,0,0.3700377724387429,1,0,0,Body_Text
Instructions :,12,1,0.3713889073843908,2,0,0,Body_Text
"o   Hard-boil eggs, then peel and halve.",10,0,0.38978777028093436,7,0,0,Body_Text
"o   Remove yolks and mash with mayonnaise, mustard, vinegar, and salt.",10,0,0.4082726372612847,11,0,1,Body_Text
o   Spoon or pipe yolk mixture into egg whites.,10,0,0.4268331816702178,9,0,0,Body_Text
o   Sprinkle with paprika and serve.,10,0,0.4453180486505682,6,0,0,Body_Text
,12,1,0.46388888118242977,0,0,0,Body_Text
Dolmas,12,1,0.48237374816278017,1,0,0,H1
,10,0,0.499507441665187,1,0,0,Body_Text
Ingredients :,12,1,0.5008585766108349,2,0,0,Body_Text
o   1 jar grape leaves,10,0,0.5192827166933002,5,0,0,Body_Text
o   1 cup rice,10,0,0.5377675836736505,4,0,0,Body_Text
o   1 small onion,10,0,0.5563281280825837,4,0,0,Body_Text
o   1/4 cup pine nuts,10,0,0.574812995062934,5,0,0,Body_Text
o   1/4 cup currants,10,0,0.5932978620432844,4,0,0,Body_Text
o   1/4 cup lemon juice,10,0,0.6117827290236347,5,0,0,Body_Text
o   1/4 cup olive oil,10,0,0.6302675189393939,5,0,0,Body_Text
o   1 teaspoon salt,10,0,0.6487523859197443,4,0,0,Body_Text
,10,0,0.665972083505958,1,0,0,Body_Text
Instructions :,12,1,0.6673232569839015,2,0,0,Body_Text
o   Rinse grape leaves and pat dry.,10,0,0.6857977973090278,7,0,0,Body_Text
o   Sauté diced onion in olive oil until translucent.,10,0,0.7042826642893781,9,0,0,Body_Text
"o   Add rice, pine nuts, and currants, cook for 5 minutes.",10,0,0.7227675312697285,11,0,0,Body_Text
"o   Add 1 cup water, lemon juice, and salt, simmer until rice is tender.",10,0,0.7412523982500789,14,0,1,Body_Text
o   Place a spoonful of rice mixture on each grape leaf and roll tightly.,10,0,0.7597372652304293,14,0,1,Body_Text
"o   Arrange dolmas in a pot, cover with water, and simmer for 30 minutes.",10,0,0.7782220551461885,14,0,1,Body_Text
o   Serve warm or chilled.,10,0,0.7967069221265388,5,0,0,Body_Text
,12,1,0.815277793190696,0,0,0,Body_Text
Dumplings,12,1,0.8338384146642204,1,0,0,H1
,10,0,0.850972031102036,1,0,0,Body_Text
Ingredients :,12,1,0.8523232045799795,2,0,0,Body_Text
o   1 package dumpling wrappers,10,0,0.8707473446624447,5,0,0,Body_Text
o   1/2 pound ground pork,10,0,0.8892321345782039,5,0,0,Body_Text
o   1/2 cup chopped cabbage,10,0,0.09385343994757142,5,0,0,Body_Text
o   1/4 cup chopped green onions,10,0,0.11233822986333057,6,0,0,Body_Text
o   2 cloves garlic,10,0,0.13082309684368096,4,0,0,Body_Text
o   1 tablespoon soy sauce,10,0,0.14930796382403133,5,0,0,Body_Text
o   1 teaspoon sesame oil,10,0,0.16789378541888614,5,0,0,Body_Text
o   Oil for frying,10,0,0.1863786523992365,4,0,0,Body_Text
,10,0,0.20359836925159802,1,0,0,Body_Text
Instructions :,12,1,0.2049495041972459,2,0,0,Body_Text
"o   Mix ground pork, cabbage, green onions, minced garlic, soy sauce, and sesame",10,0,0.22334838635993726,13,0,1,Body_Text
oil in a bowl.,12,0,0.24191916109335543,4,0,0,Body_Text
o   Place a spoonful of filling on each wrapper and fold to seal.,10,0,0.2603180432560468,13,0,1,Body_Text
"o   Fry in hot oil until golden, then steam for 5 minutes.",10,0,0.2788029102363972,12,0,0,Body_Text
o   Serve with dipping sauce.,10,0,0.29736353170992147,5,0,0,Body_Text
,12,1,0.31593430644333964,0,0,0,Body_Text
Edamame,12,1,0.33441917342369004,1,0,0,H1
,10,0,0.3515529054583925,1,0,0,Body_Text
Ingredients :,12,1,0.3529040404040404,2,0,0,Body_Text
o   1 pound edamame (soybeans in pods),10,0,0.37130290330058396,7,0,0,Body_Text
o   1 tablespoon sea salt,10,0,0.38978777028093436,5,0,0,Body_Text
,10,0,0.40700746786714803,1,0,0,Body_Text
Instructions :,12,1,0.4083586028127959,2,0,0,Body_Text
o   Steam or boil edamame until tender (about 5 minutes).,10,0,0.4268331816702178,10,0,0,Body_Text
o   Drain and sprinkle with sea salt.,10,0,0.4453180486505682,7,0,0,Body_Text
o   Serve warm.,10,0,0.4638029156309186,3,0,0,Body_Text
,12,1,0.48237374816278017,0,0,0,Body_Text
Egusi Soup,12,1,0.5008585766108349,2,0,0,H1
,10,0,0.5180175472991635,1,0,0,Body_Text
Ingredients :,12,1,0.5193686822448114,2,0,0,Body_Text
o   1 cup ground egusi seeds,10,0,0.5377675836736505,6,0,0,Body_Text
o   1/2 pound beef,10,0,0.5563281280825837,4,0,0,Body_Text
o   1/2 pound fish,10,0,0.574812995062934,4,0,0,Body_Text
o   1 small onion,10,0,0.5932978620432844,4,0,0,Body_Text
o   2 cloves garlic,10,0,0.6117827290236347,4,0,0,Body_Text
o   4 tomatoes,10,0,0.6302675189393939,3,0,0,Body_Text
o   1/4 cup palm oil,10,0,0.6487523859197443,5,0,0,Body_Text
o   1 teaspoon crayfish powder,10,0,0.6672372529000947,5,0,0,Body_Text
o   1 teaspoon salt,10,0,0.6857977973090278,4,0,0,Body_Text
o   1/2 teaspoon pepper,10,0,0.7042826642893781,4,0,0,Body_Text
o   4 cups water,10,0,0.7227675312697285,4,0,0,Body_Text
o   1/4 cup spinach,10,0,0.7412523982500789,4,0,0,Body_Text
,10,0,0.7584720958362926,1,0,0,Body_Text
Instructions :,12,1,0.7598232693142362,2,0,0,Body_Text
o   Sauté diced onion and minced garlic in palm oil until softened.,10,0,0.7782220551461885,12,0,1,Body_Text
"o   Add diced tomatoes, ground egusi seeds, and crayfish powder, cook for 5",10,0,0.7967069221265388,13,0,1,Body_Text
minutes.,12,0,0.815277793190696,1,0,0,Body_Text
"o   Add beef, fish, salt, pepper, and water, simmer until meat is tender.",10,0,0.8337524105804135,13,0,1,Body_Text
o   Stir in chopped spinach and cook for 5 minutes.,10,0,0.8522372004961727,10,0,0,Body_Text
o   Serve warm.,10,0,0.8707473446624447,3,0,0,Body_Text
,12,1,0.8893181386620107,0,0,0,Body_Text
Egg Rolls,12,1,0.09393942476523043,2,0,0,H1
,10,0,0.1110730797353417,1,0,0,Body_Text
Ingredients :,12,1,0.11242421468098958,2,0,0,Body_Text
o   1 package egg roll wrappers,10,0,0.13082309684368096,6,0,0,Body_Text
o   1 cup shredded cabbage,10,0,0.14930796382403133,5,0,0,Body_Text
o   1/2 cup grated carrots,10,0,0.16789378541888614,5,0,0,Body_Text
o   1/2 cup bean sprouts,10,0,0.1863786523992365,5,0,0,Body_Text
o   1/4 cup chopped green onions,10,0,0.20486351937958688,6,0,0,Body_Text
o   2 tablespoons soy sauce,10,0,0.22334838635993726,5,0,0,Body_Text
o   1 tablespoon sesame oil,10,0,0.24183317627569642,5,0,0,Body_Text
o   Oil for frying,10,0,0.2603180432560468,4,0,0,Body_Text
,10,0,0.2775377601084083,1,0,0,Body_Text
Instructions :,12,1,0.2788888950540562,2,0,0,Body_Text
"o   Mix cabbage, carrots, bean sprouts, green onions, soy sauce, and sesame oil in a",10,0,0.29736353170992147,15,0,1,Body_Text
bowl.,12,0,0.31593430644333964,1,0,0,Body_Text
o   Place a spoonful of filling on each wrapper and roll tightly.,10,0,0.3343331693398832,12,0,1,Body_Text
o   Fry in hot oil until golden.,10,0,0.35281803632023356,7,0,0,Body_Text
o   Drain on paper towels and serve with dipping sauce.,10,0,0.37130290330058396,10,0,0,Body_Text
,12,1,0.38987373583244556,0,0,0,Body_Text
Elote,12,1,0.4083586028127959,1,0,0,H1
,10,0,0.42556805080837673,1,0,0,Body_Text
Ingredients :,12,1,0.4269191857540246,2,0,0,Body_Text
o   4 ears of corn,10,0,0.4453180486505682,5,0,0,Body_Text
o   1/4 cup mayonnaise,10,0,0.4638029156309186,4,0,0,Body_Text
o   1/4 cup sour cream,10,0,0.4822877826112689,5,0,0,Body_Text
o   1/2 cup cotija cheese,10,0,0.5007725725270281,5,0,0,Body_Text
o   1 teaspoon chili powder,10,0,0.5192827166933002,5,0,0,Body_Text
o   1 lime,10,0,0.5377675836736505,3,0,0,Body_Text
,10,0,0.5550629972207426,1,0,0,Body_Text
Instructions :,12,1,0.5564141321663905,2,0,0,Body_Text
o   Grill the corn until charred.,10,0,0.574812995062934,6,0,0,Body_Text
o   Mix mayonnaise and sour cream in a bowl.,10,0,0.5932978620432844,9,0,0,Body_Text
o   Brush the mixture onto the corn.,10,0,0.6117827290236347,7,0,0,Body_Text
o   Sprinkle with cotija cheese and chili powder.,10,0,0.6302675189393939,8,0,0,Body_Text
o   Squeeze lime juice over the top and serve.,10,0,0.6487523859197443,9,0,0,Body_Text
,12,1,0.6673232569839015,0,0,0,Body_Text
Empanadas,12,1,0.6858838013928346,1,0,0,H1
,10,0,0.7030174948952415,1,0,0,Body_Text
Ingredients :,12,1,0.704368668373185,2,0,0,Body_Text
o   2 cups flour,10,0,0.7227675312697285,4,0,0,Body_Text
o   1/2 cup butter,10,0,0.7412523982500789,4,0,0,Body_Text
o   1/4 cup water,10,0,0.7597372652304293,4,0,0,Body_Text
o   1 egg,10,0,0.7782220551461885,3,0,0,Body_Text
o   1/2 pound ground beef,10,0,0.7967069221265388,5,0,0,Body_Text
o   1 small onion,10,0,0.8151917891068892,4,0,0,Body_Text
o   2 cloves garlic,10,0,0.8337524105804135,4,0,0,Body_Text
o   1/4 cup olives,10,0,0.8522372004961727,4,0,0,Body_Text
o   1/4 cup raisins,10,0,0.8707473446624447,4,0,0,Body_Text
o   1 teaspoon cumin,10,0,0.8892321345782039,4,0,0,Body_Text
o   1 teaspoon paprika,10,0,0.09385343994757142,4,0,0,Body_Text
o   1 teaspoon salt,10,0,0.11233822986333057,4,0,0,Body_Text
o   Oil for frying,10,0,0.13082309684368096,4,0,0,Body_Text
,10,0,0.14804281369604247,1,0,0,Body_Text
Instructions :,12,1,0.14939394864169034,2,0,0,Body_Text
"o   Mix flour, butter, water, and beaten egg to form a dough, then let rest.",10,0,0.16789378541888614,15,0,1,Body_Text
"o   Sauté ground beef, diced onion, minced garlic, chopped olives, and raisins with",10,0,0.1863786523992365,13,0,1,Body_Text
"cumin, paprika, and salt until cooked.",12,0,0.2049495041972459,6,0,0,Body_Text
o   Roll out dough and cut into circles.,10,0,0.22334838635993726,8,0,0,Body_Text
o   Place a spoonful of filling on each circle and fold to seal.,10,0,0.24183317627569642,13,0,0,Body_Text
o   Fry in hot oil until golden.,10,0,0.2603180432560468,7,0,0,Body_Text
o   Drain on paper towels and serve warm.,10,0,0.2788029102363972,8,0,0,Body_Text
,12,1,0.2974495165275805,0,0,0,Body_Text
Escalivada,12,1,0.31593430644333964,1,0,0,H1
,10,0,0.3330680384780421,1,0,0,Body_Text
Ingredients :,12,1,0.33441917342369004,2,0,0,Body_Text
o   2 eggplants,10,0,0.35281803632023356,3,0,0,Body_Text
o   2 bell peppers,10,0,0.37130290330058396,4,0,0,Body_Text
o   2 tomatoes,10,0,0.38978777028093436,3,0,0,Body_Text
o   1 small onion,10,0,0.4082726372612847,4,0,0,Body_Text
o   1/4 cup olive oil,10,0,0.4268331816702178,5,0,0,Body_Text
o   1 teaspoon salt,10,0,0.4453180486505682,4,0,0,Body_Text
,10,0,0.4625377462367819,1,0,0,Body_Text
Instructions :,12,1,0.46388888118242977,2,0,0,Body_Text
o   Preheat oven to 400°F (200°C).,10,0,0.4822877826112689,6,0,0,Body_Text
"o   Roast eggplants, bell peppers, tomatoes, and onion until tender.",10,0,0.5007725725270281,10,0,1,Body_Text
o   Peel and slice vegetables.,10,0,0.5192827166933002,5,0,0,Body_Text
o   Arrange on a plate and drizzle with olive oil.,10,0,0.5377675836736505,10,0,0,Body_Text
o   Sprinkle with salt and serve warm or at room temperature.,10,0,0.5563281280825837,11,0,1,Body_Text
,12,1,0.5748989991467408,0,0,0,Body_Text
Falafel,12,1,0.5933838275947956,1,0,0,H1
,10,0,0.610517559629498,1,0,0,Body_Text
Ingredients :,12,1,0.611868694575146,2,0,0,Body_Text
o   1 can chickpeas,10,0,0.6302675189393939,4,0,0,Body_Text
o   1 small onion,10,0,0.6487523859197443,4,0,0,Body_Text
o   2 cloves garlic,10,0,0.6672372529000947,4,0,0,Body_Text
o   1/4 cup parsley,10,0,0.6857977973090278,4,0,0,Body_Text
o   1 teaspoon cumin,10,0,0.7042826642893781,4,0,0,Body_Text
o   1 teaspoon coriander,10,0,0.7227675312697285,4,0,0,Body_Text
o   1 teaspoon salt,10,0,0.7412523982500789,4,0,0,Body_Text
o   1/4 cup flour,10,0,0.7597372652304293,4,0,0,Body_Text
o   Oil for frying,10,0,0.7782220551461885,4,0,0,Body_Text
,10,0,0.7954417527324021,1,0,0,Body_Text
Instructions :,12,1,0.7967929262103457,2,0,0,Body_Text
o   Drain and rinse chickpeas.,10,0,0.8151917891068892,5,0,0,Body_Text
"o   Blend chickpeas, diced onion, minced garlic, chopped parsley, cumin, coriander,",10,0,0.8337524105804135,11,0,1,Body_Text
and salt in a food processor.,12,0,0.8523232045799795,6,0,0,Body_Text
o   Add flour and mix until combined.,10,0,0.8707473446624447,7,0,0,Body_Text
o   Form mixture into balls and fry in hot oil until golden.,10,0,0.8892321345782039,12,0,0,Body_Text
o   Drain on paper towels and serve.,10,0,0.09385343994757142,7,0,0,Body_Text
,12,1,0.11242421468098958,0,0,0,Body_Text
Farofa,12,1,0.13090908166133997,1,0,0,H1
,10,0,0.14804281369604247,1,0,0,Body_Text
Ingredients :,12,1,0.14939394864169034,2,0,0,Body_Text
o   2 cups cassava flour,10,0,0.16789378541888614,5,0,0,Body_Text
o   1/4 cup butter,10,0,0.1863786523992365,4,0,0,Body_Text
o   1 small onion,10,0,0.20486351937958688,4,0,0,Body_Text
o   2 cloves garlic,10,0,0.22334838635993726,4,0,0,Body_Text
o   1/4 cup bacon,10,0,0.24183317627569642,4,0,0,Body_Text
o   1/4 cup parsley,10,0,0.2603180432560468,4,0,0,Body_Text
o   1 teaspoon salt,10,0,0.2788029102363972,4,0,0,Body_Text
,10,0,0.29609838158193263,1,0,0,Body_Text
Instructions :,12,1,0.2974495165275805,2,0,0,Body_Text
"o   Sauté diced bacon, onion, and minced garlic in butter until crispy.",10,0,0.31584832162568066,12,0,1,Body_Text
"o   Add cassava flour and cook, stirring constantly, until golden.",10,0,0.3343331693398832,10,0,1,Body_Text
o   Stir in chopped parsley and salt.,10,0,0.35281803632023356,7,0,0,Body_Text
o   Serve warm.,10,0,0.37130290330058396,3,0,0,Body_Text
,12,1,0.38987373583244556,0,0,0,Body_Text
Fattoush,12,1,0.4083586028127959,1,0,0,H1
,10,0,0.42556805080837673,1,0,0,Body_Text
Ingredients :,12,1,0.4269191857540246,2,0,0,Body_Text
o   2 pita breads,10,0,0.4453180486505682,4,0,0,Body_Text
o   4 tomatoes,10,0,0.4638029156309186,3,0,0,Body_Text
o   1 cucumber,10,0,0.4822877826112689,3,0,0,Body_Text
o   1 small red onion,10,0,0.5007725725270281,5,0,0,Body_Text
o   1/4 cup parsley,10,0,0.5192827166933002,4,0,0,Body_Text
o   1/4 cup mint,10,0,0.5377675836736505,4,0,0,Body_Text
o   1/4 cup lemon juice,10,0,0.5563281280825837,5,0,0,Body_Text
o   1/4 cup olive oil,10,0,0.574812995062934,5,0,0,Body_Text
o   1 teaspoon sumac,10,0,0.5932978620432844,4,0,0,Body_Text
o   1 teaspoon salt,10,0,0.6117827290236347,4,0,0,Body_Text
,10,0,0.6290023880775528,1,0,0,Body_Text
Instructions :,12,1,0.6303535230232008,2,0,0,Body_Text
"o   Toast pita breads until crispy, then break into pieces.",10,0,0.6487523859197443,10,0,0,Body_Text
"o   Dice tomatoes and cucumber, slice red onion.",10,0,0.6672372529000947,8,0,0,Body_Text
o   Mix vegetables with chopped parsley and mint.,10,0,0.6857977973090278,8,0,0,Body_Text
"o   Whisk lemon juice, olive oil, sumac, and salt, then pour over salad.",10,0,0.7042826642893781,13,0,1,Body_Text
o   Toss well and serve.,10,0,0.7227675312697285,5,0,0,Body_Text
,12,1,0.7413384023338857,0,0,0,Body_Text
Fava,12,1,0.7598232693142362,1,0,0,H1
,10,0,0.7769568857520518,1,0,0,Body_Text
Ingredients :,12,1,0.7783080592299952,2,0,0,Body_Text
o   1 cup yellow split peas,10,0,0.7967069221265388,6,0,0,Body_Text
o   1 small onion,10,0,0.8151917891068892,4,0,0,Body_Text
o   2 cloves garlic,10,0,0.8337524105804135,4,0,0,Body_Text
o   1/4 cup olive oil,10,0,0.8522372004961727,5,0,0,Body_Text
o   1/4 cup lemon juice,10,0,0.8707473446624447,5,0,0,Body_Text
o   1 teaspoon salt,10,0,0.8892321345782039,4,0,0,Body_Text
,10,0,0.09258828981958254,1,0,0,Body_Text
Instructions :,12,1,0.09393942476523043,2,0,0,Body_Text
o   Rinse split peas and cook in water until tender.,10,0,0.11233822986333057,10,0,0,Body_Text
o   Sauté diced onion and minced garlic in olive oil until softened.,10,0,0.13082309684368096,12,0,1,Body_Text
"o   Blend cooked peas with onion, garlic, lemon juice, and salt until smooth.",10,0,0.14930796382403133,13,0,1,Body_Text
o   Serve warm or chilled.,10,0,0.16789378541888614,5,0,0,Body_Text
,12,1,0.18646463721689552,0,0,0,Body_Text
Feijão Tropeiro,12,1,0.2049495041972459,2,0,0,H1
,10,0,0.2220832362319484,1,0,0,Body_Text
Ingredients :,12,1,0.22343437117759626,2,0,0,Body_Text
o   2 cups cooked beans,10,0,0.24183317627569642,5,0,0,Body_Text
o   1/4 cup bacon,10,0,0.2603180432560468,4,0,0,Body_Text
o   1 small onion,10,0,0.2788029102363972,4,0,0,Body_Text
o   2 cloves garlic,10,0,0.29736353170992147,4,0,0,Body_Text
o   1/4 cup cassava flour,10,0,0.31584832162568066,5,0,0,Body_Text
o   1/4 cup parsley,10,0,0.3343331693398832,4,0,0,Body_Text
o   1 teaspoon salt,10,0,0.35281803632023356,4,0,0,Body_Text
,10,0,0.3700377724387429,1,0,0,Body_Text
Instructions :,12,1,0.3713889073843908,2,0,0,Body_Text
"o   Sauté diced bacon, onion, and minced garlic until crispy.",10,0,0.38978777028093436,10,0,0,Body_Text
"o   Add cooked beans and cassava flour, stir to combine.",10,0,0.4082726372612847,10,0,0,Body_Text
o   Stir in chopped parsley and salt.,10,0,0.4268331816702178,7,0,0,Body_Text
o   Serve warm.,10,0,0.4453180486505682,3,0,0,Body_Text
,12,1,0.46388888118242977,0,0,0,Body_Text
Festival,12,1,0.48237374816278017,1,0,0,H1
,10,0,0.499507441665187,1,0,0,Body_Text
Ingredients :,12,1,0.5008585766108349,2,0,0,Body_Text
o   2 cups flour,10,0,0.5192827166933002,4,0,0,Body_Text
o   1/4 cup cornmeal,10,0,0.5377675836736505,4,0,0,Body_Text
o   1/4 cup sugar,10,0,0.5563281280825837,4,0,0,Body_Text
o   1 tablespoon baking powder,10,0,0.574812995062934,5,0,0,Body_Text
o   1/2 teaspoon salt,10,0,0.5932978620432844,4,0,0,Body_Text
o   1/4 cup milk,10,0,0.6117827290236347,4,0,0,Body_Text
o   Oil for frying,10,0,0.6302675189393939,4,0,0,Body_Text
,10,0,0.6474872165256076,1,0,0,Body_Text
Instructions :,12,1,0.6488383900035511,2,0,0,Body_Text
"o   Mix flour, cornmeal, sugar, baking powder, and salt in a bowl.",10,0,0.6672372529000947,12,0,1,Body_Text
o   Add milk and stir until dough forms.,10,0,0.6857977973090278,8,0,0,Body_Text
o   Roll out dough and cut into strips.,10,0,0.7042826642893781,8,0,0,Body_Text
o   Fry in hot oil until golden.,10,0,0.7227675312697285,7,0,0,Body_Text
o   Drain on paper towels and serve warm.,10,0,0.7412523982500789,8,0,0,Body_Text
,12,1,0.7598232693142362,0,0,0,Body_Text
Focaccia,12,1,0.7783080592299952,1,0,0,H1
,10,0,0.7954417527324021,1,0,0,Body_Text
Ingredients :,12,1,0.7967929262103457,2,0,0,Body_Text
o   2 1/4 teaspoons active dry yeast,10,0,0.8151917891068892,7,0,0,Body_Text
o   1 teaspoon sugar,10,0,0.8337524105804135,4,0,0,Body_Text
o   1 cup warm water,10,0,0.8522372004961727,5,0,0,Body_Text
